Age,Gender,County,Monthly_Income,Loan_Amount,Loan_Term_Days,Loan_Purpose,Mpesa_Transactions,Mpesa_Volume,Previous_Loans,Previous_Defaults,Repayment_Score,Credit_Score,Loan_Repaid
43,Female,Nakuru,6772,17352,60,School Fees,103,22767,3,0,0.559,0.589,1
42,Male,Kiambu,12071,17513,30,Emergency,119,15679,2,2,0.477,0.355,0
28,Female,Mombasa,38287,20266,14,Personal,175,23361,1,0,0.709,0.705,1
40,Female,Machakos,24269,7038,60,School Fees,189,5186,3,0,0.685,0.675,1
51,Male,Mombasa,19911,33381,14,Business,147,17432,5,1,0.542,0.548,0
57,Female,Meru,21838,48145,30,Farm Inputs,54,17624,3,0,0.538,0.598,0
40,Male,Meru,21835,22367,60,Emergency,120,24762,4,1,0.759,0.649,1
46,Male,Nakuru,31695,13034,30,Farm Inputs,75,7195,6,1,0.717,0.658,1
48,Female,Nakuru,11703,18500,30,Business,67,13195,4,0,0.685,0.658,0
24,Male,Kisumu,25297,36585,14,Business,74,16666,4,1,0.617,0.582,0
57,Male,Mombasa,27953,24235,60,School Fees,141,17993,5,0,0.844,0.759,1
50,Male,Machakos,29755,24464,14,Emergency,145,28222,3,2,0.588,0.484,0
38,Male,Kisumu,27674,6233,14,Business,108,17045,2,0,0.616,0.645,0
19,Male,Kisumu,31190,27746,60,School Fees,150,18376,2,0,0.485,0.584,0
35,Male,Nairobi,18127,21697,14,Business,167,21440,2,0,0.846,0.747,1
64,Female,Kiambu,13698,13565,30,School Fees,5,16393,3,1,0.833,0.66,1
50,Male,Kisumu,54484,35805,60,Farm Inputs,129,10287,3,0,0.73,0.738,1
54,Male,Kisumu,21384,47818,60,School Fees,118,9665,2,1,0.758,0.607,1
51,Male,Nakuru,22786,20058,60,Farm Inputs,40,20525,4,1,0.511,0.526,1
37,Male,Machakos,33134,19106,60,Personal,199,13858,2,0,0.431,0.56,0
52,Female,Kisumu,44153,41289,60,Business,50,7495,2,1,0.673,0.595,1
35,Female,Meru,18465,551,60,Personal,169,7970,4,0,1.0,0.825,1
63,Male,Machakos,13014,19228,30,Emergency,126,15469,2,1,0.656,0.545,0
41,Female,Kiambu,10094,14799,60,Personal,86,18995,2,1,0.453,0.44,0
25,Male,Meru,44117,27298,14,School Fees,161,20848,2,0,1.0,0.859,1
47,Male,Nakuru,12542,21948,14,School Fees,48,16670,4,0,0.799,0.716,1
61,Male,Meru,24669,23370,14,Emergency,97,5328,4,1,0.625,0.586,0
27,Male,Nairobi,13272,22714,60,Emergency,72,10428,2,0,0.581,0.608,1
40,Female,Nairobi,7619,4766,14,Business,80,1668,3,0,0.688,0.654,1
28,Female,Kiambu,21491,11800,30,School Fees,81,25530,5,1,0.465,0.511,1
19,Male,Kiambu,13746,2158,14,Emergency,146,1000,3,1,0.774,0.63,1
43,Male,Meru,16700,24252,60,Personal,82,17304,2,1,0.605,0.525,1
53,Female,Nakuru,49073,28633,30,School Fees,183,20921,4,0,0.857,0.794,0
50,Female,Nakuru,30098,13242,30,Emergency,90,20215,0,0,0.718,0.699,1
64,Male,Mombasa,36177,16559,30,Business,13,28657,3,1,0.43,0.488,0
30,Female,Kisumu,34895,14220,14,Farm Inputs,118,9097,3,0,0.504,0.599,1
57,Male,Kisumu,23789,28129,14,School Fees,85,11745,5,1,0.525,0.544,0
42,Female,Kisumu,19723,11494,60,School Fees,92,1322,0,0,0.271,0.462,1
21,Female,Machakos,27987,22505,30,School Fees,73,15976,2,0,0.572,0.623,1
59,Female,Mombasa,27021,20894,60,School Fees,166,8892,3,0,0.82,0.746,1
36,Female,Meru,18174,1135,60,Farm Inputs,110,20367,5,0,0.822,0.735,0
35,Male,Kisumu,26558,11706,60,Farm Inputs,69,9913,3,0,0.685,0.678,1
54,Male,Machakos,16524,45345,30,Business,31,17354,2,0,0.9,0.772,1
47,Female,Machakos,22942,23305,30,School Fees,172,26860,3,0,0.596,0.629,1
36,Male,Nairobi,20976,49252,60,Emergency,140,9613,8,1,0.548,0.568,0
40,Female,Machakos,9773,49826,30,Personal,10,24448,3,0,0.441,0.534,0
33,Female,Kiambu,5000,26132,14,School Fees,57,2428,4,1,0.998,0.745,1
18,Male,Nakuru,13731,12160,30,Farm Inputs,137,17933,3,1,0.534,0.511,0
29,Male,Machakos,46649,27377,14,Business,186,17921,2,0,0.568,0.646,1
41,Male,Kiambu,21283,9259,30,School Fees,121,12713,3,1,0.781,0.644,0
51,Female,Kiambu,34311,45878,60,Business,150,20144,4,0,0.666,0.679,0
25,Male,Nairobi,5000,39424,60,Emergency,168,17102,5,1,0.391,0.452,0
35,Male,Meru,12900,47653,14,Emergency,101,17479,2,0,0.769,0.702,1
22,Male,Nairobi,8746,48860,14,Emergency,132,10751,1,0,0.622,0.623,1
43,Male,Machakos,22572,32172,30,Emergency,58,12383,2,0,0.82,0.74,1
47,Female,Nairobi,54063,48597,14,Personal,166,21691,3,0,0.485,0.614,0
30,Female,Nairobi,30522,24591,60,Business,36,8226,5,2,0.662,0.572,0
36,Female,Meru,45347,31835,30,School Fees,55,11067,2,1,0.541,0.531,1
46,Female,Nakuru,21946,7509,14,Personal,135,4902,4,0,0.673,0.666,0
20,Female,Kisumu,41378,2643,60,School Fees,69,14487,4,0,0.587,0.649,0
43,Female,Machakos,49879,29514,60,Farm Inputs,89,29353,4,0,0.638,0.686,1
57,Female,Meru,23687,40267,30,Personal,17,18385,5,0,0.683,0.673,1
29,Male,Machakos,18528,44018,30,Personal,12,6319,4,1,0.586,0.558,0
19,Female,Machakos,9186,18358,30,Farm Inputs,176,24935,2,0,0.818,0.721,1
28,Female,Nairobi,21291,24132,30,Personal,162,7715,5,1,0.684,0.62,0
61,Female,Nakuru,25982,20986,14,Business,12,21354,5,0,0.525,0.597,1
45,Female,Nairobi,49371,829,30,Emergency,62,14519,5,1,0.726,0.679,1
35,Male,Kiambu,9460,12870,14,School Fees,128,18371,3,0,0.714,0.669,1
30,Female,Mombasa,25715,14347,60,Farm Inputs,95,22876,4,3,0.741,0.525,0
54,Female,Mombasa,5000,32124,30,Emergency,107,4495,3,1,0.894,0.679,1
39,Male,Meru,19878,5122,30,Personal,91,12694,1,1,0.666,0.51,1
29,Female,Mombasa,28736,38500,30,Business,140,20927,4,1,0.795,0.676,1
19,Female,Meru,31150,24905,30,Personal,65,13602,2,0,0.517,0.6,1
54,Female,Kisumu,32068,25837,30,Farm Inputs,185,10887,2,0,0.793,0.739,0
24,Female,Nairobi,29768,2180,30,Personal,80,14040,0,0,0.436,0.558,1
43,Female,Kiambu,31965,47622,30,Business,118,11176,6,2,0.413,0.463,1
43,Female,Kiambu,25548,47612,14,Personal,168,12192,4,1,0.442,0.495,0
41,Female,Mombasa,12425,39219,30,Personal,106,24836,4,0,0.406,0.52,0
29,Male,Nakuru,5000,28332,30,Personal,111,12278,6,0,0.98,0.797,0
33,Male,Kisumu,18439,7366,30,Personal,98,24562,1,0,0.671,0.66,1
40,Female,Meru,23384,25979,14,Business,78,22494,6,1,0.511,0.544,1
57,Male,Kisumu,40047,49785,30,School Fees,194,18428,6,1,0.597,0.609,1
26,Female,Mombasa,23792,18009,30,Emergency,151,11050,4,0,0.898,0.781,1
49,Male,Meru,22641,43424,60,Farm Inputs,22,16752,5,1,0.662,0.611,1
32,Female,Meru,29626,46728,30,School Fees,176,15597,1,0,0.745,0.712,1
54,Male,Mombasa,21759,4688,60,Business,117,11100,2,1,0.575,0.516,1
30,Female,Nairobi,34726,36117,60,Farm Inputs,152,15808,1,0,0.38,0.537,1
22,Male,Nakuru,48752,28287,30,Farm Inputs,6,11662,3,1,0.659,0.619,0
28,Male,Kisumu,51289,3866,30,Personal,34,27979,3,2,0.654,0.546,0
27,Female,Kiambu,26164,13561,30,Emergency,183,7186,1,0,0.927,0.798,0
30,Female,Mombasa,29042,16452,60,Emergency,176,19871,0,0,0.475,0.576,0
58,Male,Nairobi,43946,19475,14,Business,51,15234,3,1,0.694,0.631,0
63,Male,Kiambu,23200,4783,14,School Fees,47,20271,2,0,0.758,0.71,0
32,Female,Kisumu,33150,21145,30,Personal,15,20916,5,1,0.722,0.655,0
59,Male,Mombasa,11378,12240,30,Emergency,174,22996,0,0,0.653,0.642,0
24,Female,Meru,21269,33512,60,Personal,23,12340,4,0,0.623,0.64,1
57,Male,Nakuru,38873,5628,60,School Fees,135,4617,6,0,0.643,0.673,1
45,Male,Mombasa,16381,47015,14,Farm Inputs,8,33498,1,0,0.578,0.611,0
49,Female,Nakuru,23463,9871,60,School Fees,115,12896,6,1,0.596,0.586,1
52,Female,Nairobi,6109,21809,14,Farm Inputs,170,4605,1,0,0.689,0.653,0
32,Female,Nairobi,49069,27611,30,School Fees,166,17253,1,0,0.786,0.759,1
53,Male,Kisumu,40156,9128,14,Personal,55,14061,0,0,0.402,0.554,1
38,Male,Nakuru,27257,10962,14,School Fees,163,20622,3,0,0.768,0.72,1
23,Male,Mombasa,31090,23218,30,Emergency,108,14661,3,1,0.687,0.61,1
18,Female,Nairobi,29750,39174,14,Emergency,87,24174,5,0,0.697,0.688,0
21,Male,Mombasa,41611,31795,60,Business,41,13250,1,0,0.343,0.527,0
28,Male,Kisumu,18774,42253,60,Emergency,176,6225,2,0,0.84,0.745,1
61,Female,Nakuru,33787,29344,30,Emergency,63,19419,1,0,0.746,0.718,1
43,Male,Mombasa,37928,26814,30,Farm Inputs,112,6917,3,0,0.69,0.696,0
54,Male,Kiambu,39583,8168,60,Personal,109,15956,3,0,0.61,0.658,0
40,Female,Mombasa,5000,2454,60,Personal,22,22750,3,0,0.436,0.525,1
46,Female,Machakos,17808,14912,60,Farm Inputs,29,10574,3,0,0.72,0.684,0
38,Female,Machakos,12769,9306,60,Emergency,142,19348,2,1,0.643,0.539,0
62,Female,Meru,26795,18515,14,School Fees,29,17098,3,0,0.555,0.613,1
62,Female,Kisumu,5000,21920,60,Farm Inputs,88,11155,3,2,0.777,0.545,1
44,Female,Kisumu,5000,12863,30,Personal,55,25145,3,0,0.841,0.727,1
56,Female,Kisumu,51041,41528,30,Business,185,19362,4,0,0.64,0.688,0
57,Female,Kiambu,32412,10566,60,Personal,14,24232,1,1,0.515,0.451,0
30,Female,Nakuru,26452,48018,14,School Fees,181,9880,0,0,0.778,0.724,0
40,Male,Kiambu,29364,7374,60,Personal,129,16041,2,1,0.554,0.516,0
33,Female,Meru,26756,31581,60,Farm Inputs,170,22663,6,1,0.534,0.56,0
47,Female,Mombasa,36968,17753,30,Business,96,15828,3,0,0.725,0.712,1
21,Male,Nairobi,17410,42853,30,Personal,130,27331,4,0,0.766,0.706,1
57,Female,Nakuru,27239,12162,14,Farm Inputs,117,11185,1,0,0.903,0.788,1
33,Male,Machakos,27729,14625,14,Farm Inputs,118,15541,3,1,0.568,0.546,1
48,Male,Machakos,12437,20003,14,Farm Inputs,50,21396,6,1,0.775,0.661,1
59,Female,Meru,40323,16198,30,Business,74,18268,2,0,0.663,0.685,1
42,Male,Machakos,19651,15771,14,Farm Inputs,15,17445,2,1,0.487,0.47,1
61,Female,Meru,37209,876,60,Business,87,17832,1,0,0.698,0.699,0
29,Female,Mombasa,26378,30580,60,School Fees,148,1826,6,0,0.638,0.654,0
43,Male,Mombasa,44603,43783,30,School Fees,164,13884,3,1,0.486,0.527,1
54,Male,Kisumu,12503,18825,60,School Fees,134,17131,1,0,0.753,0.693,1
50,Male,Nairobi,11982,15785,14,Farm Inputs,62,17904,3,1,0.738,0.61,0
45,Female,Kisumu,14131,704,60,Business,89,8941,3,0,0.866,0.752,1
26,Female,Mombasa,26599,25820,14,School Fees,170,17102,2,1,0.662,0.566,1
29,Male,Kiambu,43497,11828,14,Emergency,83,18318,3,0,0.49,0.603,0
22,Female,Kisumu,44117,7554,14,School Fees,189,16894,7,0,0.934,0.826,0
45,Female,Nakuru,5000,26625,60,Farm Inputs,81,15117,7,0,0.891,0.752,1
52,Male,Mombasa,27996,21304,30,Emergency,75,9016,3,0,0.565,0.62,0
22,Male,Mombasa,5000,19309,14,Personal,120,10017,1,0,0.501,0.557,1
51,Male,Kiambu,34540,27940,60,Emergency,191,17321,1,0,0.639,0.666,0
63,Male,Kiambu,38418,20857,30,Personal,189,1000,3,0,0.574,0.638,0
51,Male,Kiambu,24517,46236,60,Emergency,71,22958,4,0,0.504,0.585,0
30,Male,Nairobi,26007,17554,30,Business,19,12266,5,1,0.423,0.496,1
56,Male,Nakuru,25883,3565,60,Emergency,88,17837,4,1,0.482,0.516,1
59,Male,Mombasa,15586,34995,14,School Fees,190,23354,3,2,0.238,0.29,1
62,Male,Kiambu,30180,6476,60,Personal,7,6622,7,2,0.602,0.566,1
31,Male,Nairobi,22223,31654,30,Personal,62,18035,3,0,0.61,0.635,1
28,Female,Machakos,36163,20910,14,School Fees,31,13355,0,0,0.756,0.726,1
59,Female,Nakuru,23636,16237,14,Business,147,3153,2,0,0.598,0.63,1
55,Male,Meru,14667,39332,60,Emergency,192,25819,4,1,0.67,0.595,1
21,Female,Meru,6569,37082,14,Business,7,8408,3,1,0.6,0.534,0
50,Female,Machakos,5000,2203,30,School Fees,160,23766,2,0,0.68,0.647,0
24,Female,Machakos,40750,8121,14,Emergency,179,7117,2,0,0.798,0.753,1
58,Female,Mombasa,19506,14044,30,School Fees,69,4748,3,0,0.67,0.661,1
25,Female,Nairobi,29062,7930,30,Personal,185,6599,0,0,0.569,0.623,0
54,Female,Nairobi,46398,33321,30,Personal,152,7554,2,0,0.689,0.706,1
27,Male,Machakos,18246,39334,14,Personal,15,8529,4,0,0.617,0.633,1
60,Male,Nakuru,17470,12791,14,Farm Inputs,29,20501,1,0,0.644,0.645,0
32,Female,Kisumu,23414,41716,60,Farm Inputs,195,29870,3,0,0.589,0.626,1
55,Female,Machakos,25353,34101,30,Personal,8,24978,3,1,0.789,0.653,1
32,Male,Mombasa,47650,48867,30,Farm Inputs,87,15287,3,0,0.904,0.816,1
22,Female,Machakos,43789,43989,60,Farm Inputs,58,13263,2,0,0.6,0.658,1
46,Female,Nakuru,32450,6294,60,School Fees,64,13141,3,1,0.644,0.59,1
36,Female,Nakuru,42392,33249,30,Emergency,160,1000,4,1,0.705,0.649,0
27,Female,Machakos,22861,31680,30,Personal,142,16378,3,0,0.786,0.724,1
29,Female,Nairobi,28589,9853,60,Farm Inputs,168,18738,1,0,0.721,0.699,1
21,Male,Machakos,21381,20406,14,School Fees,84,8602,1,0,0.753,0.705,1
48,Male,Kiambu,9515,46903,60,School Fees,165,4922,4,0,0.798,0.712,1
35,Female,Kiambu,39446,22744,30,Emergency,63,14867,6,2,0.651,0.593,1
33,Male,Kisumu,31380,18910,30,School Fees,177,21330,3,1,0.752,0.643,0
57,Female,Mombasa,25216,10329,14,Business,183,8313,3,2,0.706,0.537,0
53,Female,Mombasa,24970,36816,30,Business,50,7553,2,0,0.608,0.637,1
42,Female,Meru,6925,49169,30,Personal,145,10652,2,0,0.832,0.725,0
40,Female,Nairobi,13270,49434,60,Emergency,97,18175,4,1,0.653,0.584,0
29,Female,Mombasa,29033,13546,14,Business,136,9839,5,0,0.556,0.617,1
51,Female,Kisumu,18650,23248,60,Emergency,174,25747,4,1,0.76,0.645,1
53,Female,Kiambu,22387,47775,14,Personal,159,11843,1,0,0.769,0.714,0
54,Female,Nairobi,23744,1683,30,School Fees,140,11132,5,0,0.667,0.665,1
20,Female,Nakuru,16810,10911,60,School Fees,109,15443,1,0,0.593,0.619,1
26,Male,Kiambu,13384,45104,60,School Fees,50,21962,1,0,0.442,0.539,0
35,Female,Kisumu,5651,34356,60,Business,140,19193,0,0,0.578,0.597,0
60,Male,Nairobi,23241,34460,14,Emergency,30,2057,3,0,0.691,0.676,1
52,Male,Machakos,32423,31978,30,Business,5,18542,4,1,0.538,0.552,1
51,Female,Mombasa,5276,5887,30,Farm Inputs,116,22052,1,0,1.0,0.807,1
58,Male,Kisumu,24711,47676,14,Emergency,193,22684,3,1,0.64,0.578,0
31,Female,Nairobi,28373,33599,60,Personal,94,25461,4,1,0.48,0.518,1
21,Female,Kiambu,13125,42671,30,Business,43,30743,5,0,0.75,0.693,1
46,Female,Nairobi,42065,12780,30,School Fees,141,15692,5,1,0.885,0.748,0
58,Female,Machakos,20371,2775,60,School Fees,31,12670,4,0,0.86,0.757,1
62,Male,Kisumu,23784,38505,14,School Fees,152,9323,3,0,0.78,0.722,0
32,Male,Nairobi,23064,46687,30,Business,197,6664,0,0,0.834,0.748,1
45,Female,Nakuru,5000,6885,60,Business,20,11805,3,0,0.535,0.574,1
59,Male,Kisumu,37105,8148,60,School Fees,71,11361,2,0,1.0,0.849,1
33,Male,Kisumu,13533,33770,60,School Fees,26,7590,2,0,0.686,0.661,1
29,Male,Kiambu,22161,4069,14,School Fees,77,16569,4,1,0.679,0.609,0
22,Female,Meru,32171,42539,30,Farm Inputs,188,14652,2,1,0.71,0.598,0
51,Male,Mombasa,42530,40584,14,Business,124,15544,5,0,0.652,0.683,1
59,Male,Meru,12040,26410,14,School Fees,189,8120,0,0,0.842,0.737,0
18,Male,Nakuru,19642,21531,60,Personal,186,18048,3,1,0.69,0.596,1
56,Female,Machakos,41589,4716,60,School Fees,140,10364,3,0,0.564,0.637,1
49,Male,Nairobi,30564,6391,60,Business,139,25309,3,2,0.336,0.359,0
43,Male,Meru,33054,43533,14,Personal,80,1000,2,0,0.487,0.588,0
34,Female,Mombasa,12386,32100,30,Business,5,11033,4,1,0.726,0.62,0
44,Male,Kiambu,20449,16815,60,Business,186,18441,5,0,0.686,0.67,1
41,Female,Mombasa,22985,25098,30,Business,144,5811,3,0,0.681,0.671,0
52,Female,Kisumu,14705,24732,30,Emergency,18,24204,2,1,0.714,0.576,1
63,Female,Kisumu,5000,26925,30,Personal,151,22128,2,0,0.69,0.652,1
59,Female,Machakos,18874,10855,60,Farm Inputs,23,26875,1,0,0.946,0.798,1
56,Female,Nakuru,41251,979,30,Farm Inputs,81,23975,1,0,0.533,0.621,1
43,Female,Nairobi,25710,19238,14,Emergency,112,20095,2,1,0.761,0.615,0
55,Male,Nairobi,41491,15066,14,Business,78,15969,0,0,1.0,0.855,1
40,Female,Kiambu,27148,43999,14,Farm Inputs,115,6564,0,0,0.73,0.701,1
39,Male,Machakos,15823,35601,60,Personal,129,24440,1,0,0.702,0.672,1
21,Male,Nairobi,40331,24458,14,School Fees,97,10440,3,0,0.951,0.83,1
26,Female,Nakuru,27547,48493,30,Personal,160,13445,0,0,0.844,0.759,1
21,Male,Kisumu,36542,22155,60,Business,147,12227,5,0,0.692,0.695,0
24,Male,Machakos,12180,22328,60,Personal,67,11158,7,0,0.492,0.562,1
40,Male,Mombasa,37465,48460,30,Business,27,23056,1,0,0.643,0.671,1
19,Female,Meru,37826,39335,14,Personal,175,21326,2,0,0.807,0.754,0
41,Male,Meru,28477,41459,30,Emergency,14,18613,2,0,0.743,0.71,1
57,Male,Machakos,15316,46473,30,Personal,168,15044,3,0,0.661,0.651,0
48,Female,Machakos,24447,28462,60,Farm Inputs,195,3080,3,1,0.828,0.672,1
64,Male,Nakuru,32335,38303,14,School Fees,181,14487,1,0,0.69,0.688,1
48,Male,Nakuru,27814,11544,14,Emergency,146,24342,3,2,0.528,0.451,1
64,Male,Nairobi,32212,2709,14,Personal,100,11538,6,1,0.53,0.565,1
57,Female,Meru,37146,10084,30,Business,38,11066,2,0,0.728,0.713,1
60,Male,Kiambu,17218,11948,60,Emergency,99,20999,1,1,0.848,0.597,0
51,Male,Kiambu,11139,2459,60,Farm Inputs,43,14801,5,1,0.524,0.527,0
41,Female,Nakuru,24549,775,60,School Fees,164,23648,5,1,0.686,0.626,0
43,Female,Nairobi,21043,21508,14,School Fees,84,8885,1,0,0.682,0.669,0
33,Female,Nairobi,34430,26535,14,Personal,154,16405,2,0,0.904,0.798,0
64,Male,Nairobi,12106,35109,60,Farm Inputs,104,17275,2,0,0.539,0.586,0
30,Female,Nakuru,37244,12751,30,Farm Inputs,167,14416,0,0,0.672,0.686,0
32,Female,Kiambu,41243,21029,60,School Fees,27,24398,4,1,0.582,0.586,1
44,Female,Nairobi,25003,16131,30,School Fees,29,15301,3,0,0.593,0.63,1
21,Male,Nakuru,25728,14046,60,Farm Inputs,138,19814,1,0,0.673,0.671,1
33,Female,Mombasa,15789,48187,30,School Fees,94,14509,2,0,0.939,0.79,0
47,Female,Mombasa,18488,31024,60,Business,192,14871,1,0,0.777,0.713,0
61,Female,Kisumu,20099,6175,14,School Fees,10,17490,3,0,0.425,0.539,0
47,Female,Mombasa,42315,12069,14,Business,23,8466,4,2,0.641,0.557,0
53,Female,Machakos,24137,43984,14,School Fees,23,10898,6,1,0.641,0.61,0
20,Male,Kisumu,9133,38673,14,Emergency,114,14119,7,2,0.905,0.69,1
39,Male,Mombasa,28064,40533,60,Emergency,115,15334,2,0,0.62,0.647,0
39,Female,Machakos,34915,38865,14,Emergency,99,14896,3,1,0.604,0.573,0
29,Female,Mombasa,24695,35208,30,Business,91,2823,3,1,0.56,0.538,0
38,Female,Nakuru,42630,43913,30,Business,144,22066,5,0,0.845,0.779,0
21,Male,Meru,34330,29090,14,Personal,17,14630,3,1,0.609,0.575,0
48,Male,Machakos,12410,12489,14,Personal,90,5850,0,0,0.858,0.746,1
61,Male,Nairobi,18382,41003,14,School Fees,182,12201,5,0,0.837,0.743,0
48,Male,Nakuru,27714,37618,60,Business,199,26067,2,1,0.596,0.535,0
40,Female,Meru,5005,34227,30,Emergency,80,10444,2,0,0.533,0.573,0
37,Female,Machakos,29036,49295,30,Emergency,163,28825,5,0,0.542,0.61,0
32,Female,Nakuru,5000,39898,30,Emergency,81,12087,0,0,0.737,0.675,1
40,Female,Nairobi,37281,39060,60,School Fees,27,25951,7,2,0.821,0.685,1
45,Male,Machakos,35887,32437,60,Business,74,24039,3,0,0.795,0.745,0
33,Female,Machakos,31057,35831,30,School Fees,129,16014,3,1,0.664,0.599,1
54,Male,Meru,16889,33731,30,Farm Inputs,62,6249,3,1,0.429,0.462,0
38,Male,Nakuru,27042,10628,30,Farm Inputs,199,8982,1,0,0.565,0.619,1
32,Female,Mombasa,18839,24555,14,Personal,142,13114,1,0,0.721,0.685,0
34,Male,Machakos,12630,29207,60,Business,72,17416,1,0,0.476,0.555,1
54,Male,Mombasa,20935,29146,30,Emergency,176,8817,2,0,0.638,0.647,0
30,Female,Machakos,33379,34186,14,Business,74,3418,3,1,0.78,0.659,1
36,Male,Kiambu,25525,39355,30,Personal,86,14765,1,0,0.663,0.666,0
47,Male,Kisumu,42408,31084,30,Emergency,12,8489,1,0,0.67,0.691,0
62,Female,Mombasa,34189,31868,60,School Fees,118,9839,2,0,0.852,0.772,0
35,Male,Mombasa,32904,2113,30,Emergency,32,10275,4,1,0.469,0.519,0
31,Male,Meru,5692,9514,60,Farm Inputs,187,15487,5,1,0.712,0.614,0
53,Female,Nairobi,21578,2620,60,School Fees,71,19494,1,1,0.764,0.561,0
53,Male,Kiambu,12227,3891,30,Emergency,171,25211,0,0,0.512,0.572,0
37,Female,Nairobi,22803,10658,14,School Fees,165,5879,1,0,0.817,0.739,0
36,Male,Kiambu,16680,32488,30,Farm Inputs,118,11277,1,0,0.631,0.638,1
62,Male,Kiambu,20468,35149,30,Farm Inputs,84,19205,5,0,0.743,0.699,0
61,Female,Nakuru,37733,42199,30,Business,161,15335,4,1,0.74,0.66,1
24,Female,Nakuru,30702,24246,14,Farm Inputs,149,7799,2,0,0.827,0.754,1
61,Male,Nakuru,37085,13545,60,Farm Inputs,169,21791,4,0,0.63,0.664,1
21,Female,Machakos,5791,44526,14,Farm Inputs,138,15197,3,0,0.865,0.74,1
51,Male,Meru,25695,40524,14,Personal,178,26892,5,0,0.49,0.579,1
19,Female,Nairobi,36600,4343,30,Farm Inputs,18,15920,2,0,0.831,0.765,1
22,Male,Kisumu,43075,6629,30,Business,169,11460,4,1,0.602,0.598,0
27,Male,Kiambu,6422,3710,14,School Fees,118,11583,1,0,0.767,0.692,1
49,Male,Kiambu,20782,26662,60,Personal,111,4937,0,0,0.647,0.651,0
59,Male,Meru,37410,45190,60,School Fees,80,24977,6,0,0.757,0.729,0
58,Male,Mombasa,22692,10469,30,School Fees,87,14282,2,0,0.823,0.742,1
30,Female,Machakos,14074,38784,60,Business,89,2306,1,1,0.735,0.536,1
56,Female,Kisumu,6400,48556,60,Personal,33,21355,1,0,0.605,0.611,1
22,Male,Nakuru,13615,35799,60,Emergency,53,7426,1,0,0.755,0.696,1
27,Male,Kiambu,5000,11126,14,Farm Inputs,6,18867,4,1,0.735,0.614,0
27,Female,Mombasa,25701,28993,14,School Fees,93,11592,6,1,0.653,0.618,1
55,Female,Nairobi,35755,21437,30,School Fees,74,18684,1,0,0.341,0.518,1
44,Female,Kiambu,9868,43929,60,Business,197,5205,3,1,0.724,0.6,0
38,Female,Mombasa,28092,19163,30,Business,50,16944,2,0,0.566,0.621,0
25,Female,Nairobi,35143,31758,14,Business,67,9421,4,2,0.73,0.592,0
18,Male,Machakos,24967,10059,30,Personal,123,2445,5,0,0.906,0.786,1
45,Male,Nakuru,5671,44227,14,Farm Inputs,89,19174,2,0,0.939,0.777,1
56,Female,Meru,29634,7805,14,Personal,153,13724,5,2,0.664,0.572,0
31,Female,Nairobi,24344,26473,30,Business,31,10662,1,0,0.859,0.762,1
38,Female,Kiambu,23121,22440,60,Business,195,11250,6,0,0.758,0.71,1
47,Female,Kisumu,18437,33422,30,School Fees,27,19576,1,0,0.827,0.738,1
38,Female,Nairobi,26041,44646,60,Personal,104,15178,3,1,0.528,0.524,0
26,Female,Kisumu,31117,14157,30,Personal,43,19074,1,0,0.747,0.715,1
34,Female,Kisumu,53687,17998,30,Farm Inputs,62,15029,3,1,0.618,0.605,1
22,Female,Nairobi,26347,1199,30,Personal,49,21873,7,1,0.799,0.697,0
48,Female,Meru,43133,8065,14,Farm Inputs,146,5199,2,0,0.854,0.784,1
57,Male,Meru,29293,45660,30,Emergency,154,4778,1,0,0.524,0.601,1
55,Female,Machakos,23805,7609,14,Farm Inputs,21,18643,6,0,0.546,0.605,0
60,Female,Meru,26782,9287,14,Business,161,21973,2,0,0.661,0.666,0
36,Male,Nairobi,10339,25615,14,Emergency,42,18411,2,0,0.83,0.729,1
53,Male,Meru,28670,16138,30,School Fees,94,22860,2,0,0.626,0.651,0
50,Male,Mombasa,5000,511,30,School Fees,35,21457,0,0,0.696,0.655,0
30,Female,Nakuru,14648,10635,30,School Fees,102,17041,2,1,0.5,0.469,0
31,Female,Kisumu,26318,40742,30,Business,62,1554,1,0,0.712,0.691,0
50,Female,Nakuru,39327,21343,14,School Fees,95,14135,2,0,0.444,0.574,1
46,Female,Kiambu,42167,1161,60,Farm Inputs,21,12196,3,0,0.706,0.709,1
60,Male,Kisumu,22161,46897,60,Business,124,18713,3,1,0.881,0.695,1
53,Female,Kiambu,26868,7881,14,Personal,27,19041,3,0,0.931,0.801,0
61,Female,Mombasa,36812,22458,14,Business,152,4182,4,1,0.52,0.549,1
27,Male,Mombasa,9046,10114,60,Business,100,6148,1,0,0.613,0.619,0
48,Female,Nakuru,29856,6371,60,Personal,8,1000,2,0,0.631,0.656,0
23,Female,Mombasa,15065,1079,60,Farm Inputs,77,26652,6,2,0.7,0.584,1
18,Female,Nairobi,22938,25337,60,Emergency,79,18827,3,0,0.765,0.713,1
24,Female,Kisumu,19491,48226,60,Personal,53,11923,1,0,0.935,0.794,1
44,Male,Kiambu,30224,37493,30,Business,113,16526,3,1,0.795,0.663,1
38,Male,Meru,31603,13970,60,School Fees,30,17524,3,2,0.704,0.544,1
45,Male,Nakuru,35692,13579,30,Personal,36,20106,4,1,0.916,0.746,1
33,Male,Nakuru,29178,16150,30,Personal,32,1133,3,1,0.554,0.541,1
